N,P,K,temperature,humidity,ph,rainfall,label
62,47,43,23.604648,82.230632,6.359197,193.370206,jute
71,44,37,25.342056,76.961911,6.98609,150.782366,jute
44,51,51,33.689046,94.957989,6.991608,173.355159,papaya
15,66,23,19.589648,65.469155,6.546248,43.131559,lentil
24,136,201,27.574428,82.214913,6.486414,72.322906,grapes
98,41,40,22.106148,81.424202,5.073774,260.956433,rice
28,29,6,32.530601,90.630513,6.785918,117.028774,orange
11,42,23,27.069311,86.493788,7.003315,59.966395,mungbean
37,37,27,34.783719,51.085716,6.927262,76.20817,mango
33,75,18,21.448326,20.765916,5.856603,77.929375,kidneybeans
31,143,197,26.539183,81.098178,6.324094,65.053242,grapes
13,32,23,30.510537,83.313522,7.013494,49.898431,mungbean
24,29,15,19.296503,91.494015,7.716712,119.972229,orange
28,66,22,33.909975,36.789137,4.557435,175.701285,pigeonpeas
95,81,51,25.372142,80.036918,5.682625,107.219255,banana
98,47,38,24.433806,81.200728,5.151727,212.887972,rice
14,58,17,27.865267,54.310107,5.236057,96.350538,pigeonpeas
28,19,40,20.798037,94.537036,6.64211,102.981504,pomegranate
80,37,30,23.020126,58.032904,6.280201,181.220024,coffee
93,9,45,28.749585,91.149807,6.148134,26.5383,muskmelon
24,74,23,26.818177,64.303465,6.24825,82.665103,blackgram
65,53,50,31.716641,90.745478,6.97891,124.905611,papaya
64,64,51,30.608153,91.825256,6.939709,48.241151,papaya
29,20,37,19.579652,87.117981,6.79254,101.869073,pomegranate
37,66,23,23.918721,21.036722,5.954972,93.958625,kidneybeans
24,65,79,17.816143,17.33051,7.332678,83.479564,chickpea
8,31,19,31.012009,83.412444,6.666275,56.889669,mungbean
37,57,21,31.041341,80.690369,6.502184,47.842578,mungbean
20,18,25,30.032195,51.979905,6.47565,73.872585,mango
35,71,20,20.192498,54.225516,4.851612,127.092723,pigeonpeas
116,16,46,29.463378,92.465176,6.846783,26.007398,muskmelon
23,35,35,30.888515,45.474156,6.502929,83.131422,mango
18,48,24,31.964551,54.567861,8.699832,36.347051,mothbeans
25,69,23,35.215654,30.486271,6.52206,95.701938,pigeonpeas
91,19,46,29.127816,92.660556,6.477877,22.234943,muskmelon
67,52,39,26.55711,80.687605,5.682133,211.347352,rice
28,5,40,18.262701,90.692302,6.920771,109.684191,pomegranate
100,12,48,29.081224,93.797809,6.852984,29.728566,muskmelon
34,74,19,29.600388,36.414616,6.520936,109.717858,pigeonpeas
22,127,204,23.048287,94.862572,5.537556,107.128329,apple
19,60,23,28.243024,85.38395,7.488203,61.438265,mungbean
64,52,40,25.406229,82.600818,6.704363,255.190684,rice
21,61,19,17.952905,19.62669,5.640502,132.313447,kidneybeans
31,134,202,23.697265,93.56197,5.868375,117.825705,apple
70,41,45,22.751684,84.460233,6.262277,279.48113,rice
38,27,28,36.242184,45.24391,5.953562,81.467976,mango
57,69,52,41.296731,94.137405,6.680059,166.026027,papaya
26,52,16,31.508238,44.529582,7.485622,31.133804,mothbeans
139,51,23,22.335234,76.607156,6.599807,81.568273,cotton
19,6,41,23.887673,94.968493,6.430343,103.202987,pomegranate
28,66,18,25.554635,40.571051,5.115999,143.134367,pigeonpeas
33,55,51,40.953256,94.871213,6.719746,52.693854,papaya
20,77,24,29.037511,60.948492,6.544126,65.917833,lentil
74,52,18,20.136226,72.5726,6.696139,92.922592,maize
40,56,76,20.94652,19.790712,5.51235,93.554354,chickpea
90,11,47,28.474047,94.362328,6.712063,25.79962,muskmelon
105,59,22,24.966644,79.994046,6.212092,65.501062,cotton
38,62,22,16.874119,24.007239,5.909532,108.671438,kidneybeans
46,80,75,20.908697,16.441448,7.676884,88.471565,chickpea
3,47,24,28.981563,82.963258,6.215204,43.786138,mungbean
119,17,28,24.214988,54.970986,6.56806,190.905489,coffee
107,36,31,25.330018,62.732821,6.446936,159.129857,coffee
11,16,13,25.242339,90.552932,7.255465,103.734926,orange
115,8,46,26.364357,88.354862,6.162652,48.54346,watermelon
17,24,9,16.102364,93.645067,6.839345,119.627542,orange
6,131,199,28.749296,80.99947,6.140251,73.774892,grapes
119,33,29,26.494638,69.989181,7.065213,188.084068,coffee
17,56,18,18.639852,65.167431,5.23019,151.307089,pigeonpeas
9,26,32,34.271312,45.007169,6.842134,69.935761,mango
10,138,199,21.191389,92.27958,5.571207,119.967184,apple
4,26,27,32.159459,47.534938,6.851343,92.178319,mango
15,19,41,20.883626,94.344108,6.048464,102.102762,pomegranate
88,33,33,25.262668,60.131076,6.048983,153.465813,coffee
8,70,17,24.299729,64.201208,5.121227,97.827411,pigeonpeas
99,22,26,25.043288,51.051829,6.825739,165.364682,coffee
26,136,205,15.060417,80.99173,6.427791,74.321339,grapes
132,53,24,23.787337,76.731254,5.571717,72.322993,cotton
5,14,44,21.339769,94.945643,6.679172,100.740749,pomegranate
41,60,55,25.337601,91.060627,6.736547,243.408901,papaya
21,126,196,21.45357,91.277141,6.006691,124.160232,apple
33,69,24,30.69305,66.317224,6.778122,66.279138,blackgram
34,75,23,35.7215,51.770159,5.100846,157.846197,pigeonpeas
81,10,53,25.661825,84.505825,6.285525,42.980425,watermelon
65,59,48,43.052684,92.416772,6.665845,78.114502,papaya
22,56,23,26.344334,64.677206,6.908845,75.708795,blackgram
35,131,199,15.712243,81.991905,6.05417,70.588409,grapes
17,70,23,26.439327,68.344583,6.056214,66.163222,lentil
87,45,37,21.095059,81.251214,6.098453,271.459592,rice
97,33,29,25.088681,65.204112,6.262255,166.929299,coffee
70,57,48,41.715818,92.45534,6.799588,60.090429,papaya
46,69,75,19.050011,18.838422,6.6481,66.558697,chickpea
114,38,29,25.682152,64.841852,7.044219,194.53393,coffee
82,44,42,24.903175,86.722256,7.017109,184.227222,jute
7,41,15,30.679578,64.367265,4.366941,31.573761,mothbeans
34,11,37,20.973559,88.855525,6.915416,107.619344,pomegranate
33,69,52,31.766577,93.508655,6.878166,203.792063,papaya
11,62,22,36.402209,54.145488,4.730938,98.314198,pigeonpeas
28,121,198,23.276922,90.399468,6.355486,102.297402,apple
33,65,18,24.174858,20.033532,5.734994,140.112702,kidneybeans
12,20,10,15.456737,90.821205,6.473596,110.050593,orange
30,49,24,30.539263,58.926203,3.855875,20.343898,mothbeans
81,52,42,21.569885,83.560896,5.474498,232.53997,rice
26,59,17,29.387081,86.018067,6.872605,50.036544,mungbean
87,19,53,24.624074,83.377108,6.809674,46.956777,watermelon
0,6,43,23.400313,94.151388,6.854515,106.831756,pomegranate
2,29,25,29.738258,93.686774,5.51009,202.024151,coconut
3,8,29,29.701171,96.929092,6.367619,172.981098,coconut
98,60,35,23.601383,78.470482,6.2795,168.19402,jute
36,9,39,24.290178,93.962567,6.685713,108.589805,pomegranate
40,69,22,16.40553,21.399128,5.513768,105.490961,kidneybeans
27,46,22,30.595772,43.660906,8.83075,47.014827,mothbeans
89,38,35,26.511766,71.596621,6.222509,151.106664,jute
32,64,19,15.394595,21.328822,5.771512,80.497476,kidneybeans
69,42,39,20.140498,81.610396,5.422896,232.749735,rice
22,61,23,25.061175,62.107631,6.23672,61.981066,lentil
55,54,53,32.519295,93.632207,6.547768,123.165113,papaya
27,19,38,23.680262,85.553598,6.538121,100.705501,pomegranate
24,15,11,24.419021,90.827676,6.805465,106.868612,orange
59,75,76,20.919881,17.61129,6.956057,87.442195,chickpea
64,42,43,26.411697,85.577853,6.946599,175.698326,jute
36,16,38,23.211095,86.519802,6.130318,103.45627,pomegranate
122,51,21,24.876786,81.428035,6.279614,94.089841,cotton
16,59,20,26.201913,57.735972,5.237549,65.212165,mothbeans
20,56,24,27.049553,87.780463,6.6911,64.721014,mungbean
14,136,202,26.723647,81.428968,6.077053,68.422656,grapes
25,41,16,29.982335,88.143839,6.573185,43.306718,mungbean
26,62,21,21.769945,69.579711,6.033424,60.29275,lentil
114,54,18,23.314369,76.079057,6.902615,74.550168,cotton
38,71,17,21.958991,23.552829,5.658381,137.146133,kidneybeans
32,25,27,31.060821,53.262174,5.069081,80.73309,mango
80,10,46,28.41838,93.385637,6.874505,27.492172,muskmelon
38,66,24,17.922182,24.375391,5.876981,132.44161,kidneybeans
27,10,9,14.941773,92.742418,6.232107,100.462137,orange
10,59,17,19.339347,37.425868,6.492658,186.985967,pigeonpeas
86,45,16,25.871821,63.18668,6.841149,71.49773,maize
82,59,44,23.677867,79.464301,7.456944,168.618315,jute
81,40,30,25.368154,69.092347,6.233791,159.46188,coffee
114,49,19,24.63652,75.505756,6.23995,74.799631,cotton
78,48,17,21.206104,66.192807,5.73286,69.096407,maize
5,64,19,19.816925,67.984535,6.707228,46.663363,lentil
34,61,16,15.078416,22.416453,5.723837,72.084737,kidneybeans
20,13,39,18.570317,86.933392,6.950745,104.086996,pomegranate
57,64,53,34.236549,93.987445,6.797904,106.05468,papaya
96,48,40,25.588066,83.24982,6.403934,279.579267,rice
16,61,17,36.237393,54.652019,6.170635,135.735261,pigeonpeas
103,12,50,28.475372,92.827282,6.715506,21.096282,muskmelon
36,36,23,29.723154,80.778565,7.433172,46.174029,mungbean
28,68,19,24.07611,22.998229,5.803953,87.843545,kidneybeans
71,50,20,19.685298,67.459332,6.44734,96.655651,maize
91,43,44,25.45964,86.44727,6.819419,160.921912,jute
38,71,20,19.304274,20.218626,5.717298,129.649169,kidneybeans
27,69,80,20.749552,14.259042,5.912037,68.951863,chickpea
119,57,19,23.139634,83.960155,6.792346,68.201997,cotton
22,54,15,30.547043,41.003471,9.195446,69.598137,mothbeans
16,144,202,20.168023,94.534364,5.984473,111.508175,apple
65,50,50,23.503189,93.821102,6.790457,171.373813,papaya
2,8,43,21.177712,88.016622,6.384019,108.543995,pomegranate
116,49,23,24.788559,84.955202,5.520516,77.756661,cotton
14,27,29,33.410061,54.012592,4.909801,76.442264,mango
19,132,202,16.755458,82.672723,6.395812,65.577882,grapes
31,30,28,29.625086,46.218892,5.774393,82.557826,mango
98,27,28,23.794825,50.947,6.293968,179.097182,coffee
99,37,30,26.417264,61.758675,7.263535,164.228042,coffee
127,50,21,25.437441,76.015721,6.020542,86.912637,cotton
6,42,19,27.267645,56.99243,3.862755,21.733635,mothbeans
29,18,33,28.610778,96.150733,5.650793,215.23542,coconut
28,11,25,26.714676,99.688593,6.194967,176.11929,coconut
2,16,33,25.123318,96.753235,6.432496,161.323508,coconut
17,134,204,23.454492,91.857598,5.708889,119.378652,apple
11,29,10,11.4699,93.646332,6.657691,113.069779,orange
32,37,30,31.555017,45.308246,6.698011,65.390306,mango
32,30,26,32.480215,52.027383,6.481759,83.873527,mango
12,17,9,27.714478,93.117159,7.288792,114.281087,orange
101,72,47,29.199991,82.249127,6.394762,93.526717,banana
25,141,198,21.417063,94.52976,6.400963,124.412069,apple
29,134,196,17.32891,82.385898,5.774979,65.796451,grapes
48,80,16,25.966946,67.204567,6.422738,69.607535,blackgram
39,70,18,15.768621,21.50437,5.897258,123.637783,kidneybeans
3,137,197,21.890118,80.246172,5.769974,72.684211,grapes
137,41,18,23.645385,77.433697,5.693776,102.870742,cotton
4,73,16,25.477654,63.560673,6.788914,48.179166,lentil
107,70,54,27.233698,78.429665,5.638246,103.183961,banana
9,51,22,25.749711,41.498583,4.338232,50.299848,mothbeans
18,136,205,23.178209,90.200066,5.83231,111.763617,apple
63,51,40,25.106757,88.534257,6.047423,188.669611,jute
26,79,18,22.062083,60.070918,6.680251,68.890396,lentil
103,18,32,26.659839,50.856746,7.013686,170.734508,coffee
7,16,7,29.332601,92.371863,6.702287,107.221993,orange
4,74,20,28.941421,61.466146,6.645928,48.15077,lentil
56,74,22,28.009663,61.840448,7.134677,76.853949,blackgram
88,78,47,29.509581,78.971869,5.745279,103.452235,banana
26,72,18,17.999191,23.202352,5.524071,141.26055,kidneybeans
25,5,37,21.439313,94.505036,6.383609,104.24372,pomegranate
90,38,37,24.576682,73.402138,6.742367,173.568408,jute
70,47,45,27.562405,94.855362,6.989619,177.534824,papaya
20,76,25,25.540165,61.841013,6.10565,68.449784,lentil
34,30,30,26.72602,91.859017,5.5048,185.820232,coconut
21,68,18,21.771206,22.240455,5.682297,79.61033,kidneybeans
39,64,25,24.948193,22.98206,5.990572,111.25858,kidneybeans
34,36,22,26.730549,51.963209,9.444701,36.598575,mothbeans
67,70,54,43.953472,91.223431,6.921125,212.835945,papaya
54,73,75,19.83134,17.261229,5.704313,78.749019,chickpea
88,13,47,26.012924,87.539377,6.110394,44.678024,watermelon
3,39,27,36.223078,49.258932,6.96381,81.621752,mango
27,25,28,34.31103,47.421834,4.929275,80.895017,mango
77,41,19,24.395327,68.893929,5.908218,89.511533,maize
95,74,52,26.421441,80.857783,6.086768,103.371895,banana
67,40,38,23.673295,82.159725,5.582458,261.185289,rice
3,60,17,31.907368,64.431998,8.580436,52.971148,mothbeans
34,139,201,21.456809,91.049659,6.276152,112.160227,apple
29,73,18,18.063135,23.522896,5.72321,131.854231,kidneybeans
8,72,16,19.363752,60.039184,6.999461,68.079579,lentil
30,74,77,20.367994,18.370944,7.441119,84.684855,chickpea
20,63,22,21.663854,24.762333,5.880519,145.569544,kidneybeans
137,37,19,24.835816,77.259868,6.48462,68.210848,cotton
11,70,24,35.987941,34.236232,4.964486,193.920988,pigeonpeas
28,64,79,19.216906,14.031378,7.402477,66.059341,chickpea
45,71,76,17.245399,18.68457,6.649501,66.744914,chickpea
116,11,50,28.431389,92.238119,6.775191,25.267689,muskmelon
31,142,197,16.676083,81.931578,6.014081,73.291818,grapes
14,79,22,21.619042,61.883025,6.303735,43.255609,lentil
9,145,197,23.086186,91.117063,5.580847,121.873333,apple
39,41,16,28.696526,85.059317,6.242885,56.452555,mungbean
2,79,17,23.779776,42.1577,5.19125,90.16212,pigeonpeas
55,80,77,18.794443,18.332426,7.715489,82.79133,chickpea
110,47,16,22.138969,79.687335,6.097989,66.844016,cotton
41,60,75,17.964806,19.855243,7.503843,93.787299,chickpea
28,74,22,20.880306,65.035323,6.117284,121.071967,pigeonpeas
18,121,199,26.4264,83.812498,6.016736,73.191073,grapes
38,123,202,22.024924,90.128161,6.424747,121.29592,apple
34,61,17,23.557373,19.590257,5.918521,85.134848,kidneybeans
54,76,19,31.872343,63.128342,6.091358,82.539132,blackgram
36,59,25,33.533172,64.98333,6.904868,70.681526,blackgram
1,76,15,31.370296,68.810284,5.812984,115.847075,pigeonpeas
95,34,30,24.005417,52.488468,6.517576,156.877606,coffee
25,65,18,28.404139,66.692683,6.448085,57.076507,lentil
101,37,22,23.71588,83.647902,6.542008,60.405047,cotton
33,11,9,26.698343,92.147094,6.882576,101.31256,orange
18,18,41,24.994451,87.868466,6.280455,101.597495,pomegranate
17,23,7,25.246718,93.63053,6.628953,116.577942,orange
21,128,196,23.582605,94.013379,5.639527,119.419207,apple
31,41,22,28.526252,63.228618,5.978864,23.308259,mothbeans
89,25,32,23.380447,62.072038,7.396837,192.518139,coffee
5,63,15,22.803958,65.498769,6.619583,63.222162,lentil
79,38,16,25.893301,57.849911,6.248332,90.907787,maize
63,50,17,22.967324,55.914841,6.807305,108.674448,maize
2,8,40,24.543754,93.349568,6.842535,103.032082,pomegranate
119,18,54,28.977734,91.723935,6.893649,22.915169,muskmelon
93,37,19,22.380739,71.345955,6.178477,92.178885,maize
26,41,16,29.997306,89.024033,6.574823,45.408319,mungbean
85,37,37,24.351416,71.557401,6.287549,195.563489,jute
76,54,18,19.231167,71.316662,5.836661,71.190881,maize
2,60,15,26.920235,67.233303,6.136056,69.262762,lentil
50,60,80,18.471763,15.96159,5.87222,74.168126,chickpea
17,48,16,31.697843,87.551336,6.879936,60.710967,mungbean
7,14,29,26.502956,96.566219,6.418852,176.053584,coconut
36,16,27,27.059317,97.160919,5.60943,164.34222,coconut
101,37,18,25.889039,80.585162,6.059893,104.435805,cotton
30,66,16,21.295577,18.380324,5.874323,88.582812,kidneybeans
29,60,78,18.644114,19.039168,7.750058,75.602641,chickpea
0,53,19,26.035851,40.322437,6.957916,62.557537,mothbeans
90,29,32,26.025015,57.842557,6.177486,189.038662,coffee
27,65,18,29.318071,67.817798,6.72626,84.850361,blackgram
118,43,21,22.74066,81.269163,5.760698,63.191302,cotton
67,58,17,21.065108,65.378354,5.570449,68.314168,maize
0,57,23,29.018631,58.756644,4.473111,42.91618,mothbeans
3,80,22,21.424849,65.858084,6.109482,73.804283,lentil
22,68,23,15.710077,18.56126,5.677386,144.755314,kidneybeans
85,93,47,26.263829,79.066365,5.883164,113.839887,banana
109,8,49,24.214509,83.896574,6.741603,43.864434,watermelon
34,133,202,32.666994,81.982868,5.813251,72.536661,grapes
17,78,20,28.115346,64.458866,6.708584,65.615546,lentil
39,77,20,32.072789,62.521729,6.67009,68.086247,blackgram
70,45,43,21.601587,80.3849,5.579503,216.122129,rice
30,9,36,19.763988,94.207565,6.581589,105.334802,pomegranate
37,15,32,36.030507,46.397206,4.740315,77.737178,mango
26,26,29,29.372882,92.133466,5.82539,153.566329,coconut
131,57,23,22.781068,80.996863,5.99826,60.460283,cotton
3,40,23,24.410351,52.313385,6.329485,36.720059,mothbeans
39,49,24,28.516928,87.818909,7.148788,57.291391,mungbean
26,77,19,27.148335,61.438762,6.008619,40.699053,lentil
29,131,201,21.811519,81.204636,6.07823,69.981297,grapes
6,72,17,25.445328,65.826991,5.112949,145.858557,pigeonpeas
93,71,50,27.722307,76.684406,6.260465,119.547873,banana
81,43,19,21.4471,59.974285,6.425717,95.338861,maize
98,76,47,28.349767,75.004015,6.305891,92.377488,banana
98,20,53,29.680377,94.116132,6.103042,22.274483,muskmelon
2,133,200,17.990986,80.415358,5.623572,66.010282,grapes
19,61,22,28.484136,61.268018,6.866596,60.775134,lentil
111,12,52,25.159481,82.112629,6.632677,49.760139,watermelon
107,94,47,27.985583,79.241851,5.946689,97.624418,banana
22,136,197,22.58614,90.913258,6.250524,108.47719,apple
29,23,30,32.994305,46.712734,6.354095,74.07921,mango
13,52,21,26.741847,43.364407,4.104281,61.575917,mothbeans
111,73,51,25.17149,79.975661,5.654843,95.487688,banana
26,15,13,33.748875,94.028185,6.755091,115.773729,orange
12,13,9,17.686554,94.924689,7.628104,103.293094,orange
27,144,198,23.499908,94.620389,6.170416,123.281666,apple
63,46,43,24.893685,86.585734,7.09453,160.471419,jute
7,33,29,31.022947,52.832901,6.906962,68.799676,mango
81,49,41,25.082639,84.87926,6.032601,232.295647,rice
35,126,200,24.406481,83.494301,6.262799,70.130772,grapes
36,65,78,17.012873,17.717536,6.388733,88.82592,chickpea
34,63,48,40.221247,94.978044,6.53831,139.337376,papaya
92,41,18,24.081823,66.912775,6.207364,80.592046,maize
111,15,49,29.686238,90.812835,6.995516,21.188526,muskmelon
46,60,48,26.67971,93.873608,6.973396,61.092488,papaya
63,37,42,24.947763,85.808305,7.374406,169.418344,jute
85,38,20,23.021664,61.698112,5.708908,99.701259,maize
4,143,199,20.323117,91.936456,6.100203,112.841317,apple
16,59,21,23.263238,66.8523,6.249572,155.21242,pigeonpeas
81,21,33,25.930553,65.654714,7.119226,152.530069,coffee
7,129,198,22.459084,94.51388,6.462292,116.340074,apple
17,28,29,26.791838,94.405366,6.019453,196.879221,coconut
0,69,24,25.991366,68.226575,6.013281,58.970535,lentil
30,30,33,31.318051,52.858085,5.656142,93.228974,mango
95,16,51,28.268629,92.828758,6.365451,29.361463,muskmelon
65,46,38,24.40762,71.886253,6.642192,199.162881,jute
106,49,17,22.155735,75.359898,6.747354,89.572497,cotton
5,22,9,15.153654,92.013768,6.151921,113.908143,orange
35,19,42,18.606338,91.691542,6.410304,104.70701,pomegranate
42,59,22,31.002514,67.312506,7.15462,89.385259,blackgram
87,39,44,25.757761,84.749,6.451439,261.34152,rice
11,55,25,24.240208,62.434147,7.484835,68.669131,mothbeans
116,19,49,27.651421,91.868204,6.332912,21.761539,muskmelon
93,14,54,24.14275,83.854704,6.158241,46.953543,watermelon
11,78,20,21.23691,67.023987,6.658902,74.619386,lentil
11,60,22,22.155597,53.812131,5.293905,162.816584,pigeonpeas
34,126,204,15.380868,82.929819,6.433113,71.571977,grapes
6,44,24,25.239402,42.068421,6.601043,35.120976,mothbeans
35,6,42,24.440267,87.706836,6.370491,105.689214,pomegranate
93,58,45,24.586157,89.818349,6.233889,162.677489,jute
94,8,51,25.392817,84.953176,6.427692,49.560197,watermelon
100,31,34,24.906679,65.303804,6.896531,196.350606,coffee
75,40,36,25.961219,85.400609,7.453519,188.670911,jute
19,130,203,20.920002,90.028605,6.15132,105.061555,apple
81,48,40,23.035099,70.034496,6.146499,155.07783,jute
32,25,8,18.492864,94.679776,6.329482,100.843008,orange
9,22,25,28.230521,54.863499,5.288042,68.459033,mango
33,74,20,18.053107,19.488511,5.516595,87.355176,kidneybeans
84,15,48,24.59675,89.363526,6.018525,44.377773,watermelon
37,80,15,32.459151,44.868963,5.677375,172.969147,pigeonpeas
133,43,20,25.495279,75.526733,6.833717,70.959217,cotton
2,5,5,10.208743,90.551775,6.478977,104.42443,orange
89,13,52,25.670533,89.290209,6.377968,44.636758,watermelon
98,11,49,29.937786,90.443165,6.922231,24.802367,muskmelon
108,38,23,23.034025,77.84698,6.939905,78.954336,cotton
37,69,25,21.341421,18.883853,5.838089,89.259361,kidneybeans
44,67,80,17.545759,18.170867,6.510797,77.845988,chickpea
59,71,22,34.766176,63.772018,7.20276,75.863274,blackgram
10,64,21,21.290555,60.266084,6.735229,61.897747,lentil
88,57,42,25.940463,75.808218,6.455218,189.149232,jute
13,6,39,18.901281,94.476237,6.475171,103.172592,pomegranate
86,13,47,27.552994,90.324171,6.762653,24.274419,muskmelon
3,7,31,25.258311,93.369269,6.2532,166.491335,coconut
99,86,45,28.107322,82.778777,6.000358,100.7254,banana
118,6,45,28.984014,91.446762,6.253501,23.308871,muskmelon
93,90,45,29.353986,80.127499,5.89825,104.915018,banana
74,53,15,20.522323,65.789826,6.686085,75.937625,maize
15,67,20,28.16142,68.319415,6.40352,51.665495,lentil
14,138,199,31.665486,81.817083,6.219558,66.074532,grapes
114,28,32,23.96376,63.767934,6.408577,191.603105,coffee
26,61,76,20.402464,17.367337,6.808477,68.443066,chickpea
7,42,24,27.705995,87.635158,6.163024,64.531439,mungbean
6,57,17,29.084777,68.214713,6.354065,62.953727,lentil
50,78,19,28.421326,69.615507,6.667279,77.22621,blackgram
103,93,48,28.35127,76.879036,6.124795,100.093511,banana
72,39,37,25.557564,87.457466,6.614244,158.476008,jute
40,34,31,30.552896,45.491608,4.577642,81.625438,mango
33,45,17,29.903608,49.011863,7.796133,33.532197,mothbeans
34,46,19,31.320486,46.279232,8.902959,44.201029,mothbeans
108,19,47,26.238393,85.208156,6.268557,47.766068,watermelon
28,74,20,33.844787,65.539933,6.801839,69.88645,blackgram
25,14,6,27.733096,94.272826,7.371709,100.35757,orange
97,12,51,26.323432,80.337892,6.593156,41.86733,watermelon
17,128,196,22.250616,92.395204,5.604554,115.312238,apple
24,129,199,23.328163,91.549199,6.443049,104.490846,apple
88,37,28,23.067024,66.867833,7.412732,182.77791,coffee
48,72,15,28.682501,69.790318,6.631105,77.548635,blackgram
109,16,46,24.66337,82.742619,6.547612,41.445152,watermelon
114,57,19,25.662765,79.979381,6.098255,97.519446,cotton
71,50,20,23.054508,60.196072,6.451009,86.999269,maize
59,77,21,32.008657,62.852058,6.946156,76.391239,blackgram
5,121,203,26.413664,83.042819,5.649863,70.718288,grapes
56,61,76,20.037593,16.698439,7.441776,66.960985,chickpea
9,127,199,18.42205,83.493017,6.204911,65.852005,grapes
7,20,32,26.585369,95.395066,6.190921,177.920583,coconut
99,95,53,26.052642,80.014415,5.733625,102.286828,banana
12,32,17,27.634722,81.232838,6.777843,46.146186,mungbean
5,49,22,29.604892,58.836803,9.0863,44.99795,mothbeans
130,58,17,25.345477,81.899912,6.804639,99.845578,cotton
34,66,16,22.818239,22.509045,5.524093,92.404542,kidneybeans
121,37,19,24.404307,80.561155,6.106983,81.4524,cotton
84,12,53,24.664942,82.694901,6.242715,49.916731,watermelon
3,29,28,26.910174,90.916382,5.612273,205.406651,coconut
4,120,197,34.920256,80.719998,6.002548,73.484177,grapes
28,121,199,22.820138,91.134353,6.295287,115.769493,apple
63,53,46,27.752948,92.342899,6.712434,100.666333,papaya
81,42,41,20.213502,80.186741,6.645201,236.019064,rice
105,5,47,24.299179,83.633245,6.501351,40.433972,watermelon
120,15,30,25.868333,68.284176,6.759008,177.185071,coffee
23,142,202,20.8068,92.148727,5.994043,101.380441,apple
16,144,197,27.243173,81.731892,5.571025,69.878766,grapes
2,36,30,28.97314,48.172552,5.204824,80.925771,mango
32,16,33,27.668603,93.384805,6.157951,204.595003,coconut
28,71,16,29.374279,62.585573,6.337212,54.079114,lentil
15,50,19,30.241167,80.614463,7.220585,63.512599,mungbean
108,9,54,29.68033,90.970763,6.130456,29.75605,muskmelon
9,23,33,27.096,92.973006,5.970541,148.389253,coconut
4,29,14,14.848196,90.808362,6.48107,110.31094,orange
81,18,47,29.787842,93.587172,6.762653,22.014615,muskmelon
31,7,7,10.307267,92.968263,7.773469,113.413266,orange
27,72,19,35.892148,36.694281,6.001078,165.997237,pigeonpeas
29,135,198,20.101486,93.750751,5.714754,120.861844,apple
23,56,77,20.139588,18.246086,7.471537,80.518072,chickpea
21,75,15,32.618899,68.933045,6.64926,78.388562,blackgram
100,32,31,27.018775,59.040166,6.778638,190.520097,coffee
37,69,23,23.930902,18.437203,5.941732,100.348715,kidneybeans
3,29,29,28.116288,96.663053,6.046514,158.473178,coconut
31,64,75,20.747831,17.322813,6.263811,76.909446,chickpea
22,45,23,30.517368,55.295776,5.890131,32.766819,mothbeans
10,58,20,27.730395,59.014391,4.48875,44.363268,mothbeans
13,130,198,21.86088,81.642802,6.220416,70.115362,grapes
48,72,76,19.635542,16.363186,7.128082,68.197791,chickpea
16,24,10,33.507904,91.468382,6.831407,115.739136,orange
30,56,16,18.633911,66.258412,6.054509,69.275391,lentil
50,70,17,31.666857,66.233796,6.903704,77.244647,blackgram
103,93,46,27.670181,83.794627,5.910024,104.459848,banana
30,12,28,27.639549,92.159256,6.384471,147.68319,coconut
7,23,13,26.978221,93.034611,7.129626,117.21861,orange
75,35,44,20.639007,81.596568,6.900124,295.060715,rice
1,40,17,27.492121,89.567204,6.89904,58.216407,mungbean
38,10,32,25.216983,90.664164,6.051828,149.444526,coconut
11,124,202,20.041398,81.81667,5.885859,74.820774,grapes
37,51,16,27.216218,58.22348,8.490854,25.910931,mothbeans
8,29,29,28.006881,96.099815,6.060473,222.322617,coconut
35,77,21,15.886047,21.413395,5.538825,96.678873,kidneybeans
11,17,30,26.942136,98.206754,5.951164,194.328007,coconut
5,41,19,29.391954,41.564121,4.847244,60.451182,mothbeans
105,72,51,25.604803,75.786977,6.027311,102.083566,banana
18,23,14,26.854984,91.022334,7.865364,105.289857,orange
100,15,51,26.432162,80.447514,6.296441,42.801341,watermelon
98,34,32,25.690717,51.746547,7.389122,172.780127,coffee
41,57,15,34.636852,63.769862,6.90482,66.992877,blackgram
115,16,54,27.99797,92.516047,6.01408,20.069576,muskmelon
95,31,32,24.05344,66.738777,6.434906,159.334196,coffee
86,8,55,27.45934,91.346352,6.59059,26.101786,muskmelon
26,128,198,21.357976,93.400793,5.558134,123.227909,apple
120,75,45,29.987115,77.810739,6.168019,95.300469,banana
74,44,19,21.617744,59.492096,6.178659,67.042851,maize
105,17,49,28.291266,92.047592,6.374731,29.255293,muskmelon
54,64,23,34.409923,66.232104,7.112441,85.127433,blackgram
30,122,204,23.25242,90.167015,5.591084,101.228172,apple
44,66,22,27.283313,60.58458,6.449894,76.857717,blackgram
1,40,18,28.084646,55.378229,9.327877,45.4927,mothbeans
105,10,49,26.086922,89.37887,6.542359,47.683999,watermelon
108,83,52,29.448437,79.404346,6.401178,112.52007,banana
108,14,47,25.408305,87.203229,6.529436,43.954891,watermelon
